season,tour,start_date,end_date,player,round,statistic,measure,value
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,Sand Saves,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,Sand Saves,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,Sand Saves Opportunities,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,Sand Saves Opportunities,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,Average Putts - GIR,rankall,102
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,Average Putts - GIR,rankall,102
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,Total Putts - GIR,rankall,102
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,Total Putts - GIR,rankall,102
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,Putts Per Round,rankall,98
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,Putts Per Round,rankall,98
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,SG: Putting,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,SG: Putting,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,SG: Around-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,SG: Around-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,SG: Approach-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,SG: Approach-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,SG: Off-the-Tee,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,SG: Off-the-Tee,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,SG: Tee-to-Green,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,SG: Tee-to-Green,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,1,SG: Total,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Kurt Kitayama,2,SG: Total,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Birdies,rankall,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Birdies,rankall,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Pars,rankall,109
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Pars,rankall,109
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Bogeys,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Bogeys,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Scrambling,rankall,99
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Scrambling,rankall,99
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Penalties,rankall,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Penalties,rankall,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Driving Distance Avg,rankall,7
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Driving Distance Avg,rankall,7
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Fairways Hit,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Fairways Hit,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Fairway Opportunities,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Fairway Opportunities,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Longest Drive,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Longest Drive,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,GIR,rankall,85
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,GIR,rankall,85
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,GIR Opportunities,rankall,85
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,GIR Opportunities,rankall,85
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Sand Saves,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Sand Saves,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Sand Saves Opportunities,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Sand Saves Opportunities,rankall,37
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Average Putts - GIR,rankall,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Average Putts - GIR,rankall,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Total Putts - GIR,rankall,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Total Putts - GIR,rankall,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,Putts Per Round,rankall,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,Putts Per Round,rankall,22
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,SG: Putting,rankall,8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,SG: Putting,rankall,8
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,SG: Around-the-Green,rankall,94
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,SG: Around-the-Green,rankall,94
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,SG: Approach-the-Green,rankall,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,SG: Approach-the-Green,rankall,13
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,SG: Off-the-Tee,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,SG: Off-the-Tee,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,SG: Tee-to-Green,rankall,53
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,SG: Tee-to-Green,rankall,53
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,1,SG: Total,rankall,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Lucas Glover,2,SG: Total,rankall,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Birdies,rankall,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Birdies,rankall,23
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Pars,rankall,109
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Pars,rankall,109
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Bogeys,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Bogeys,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Scrambling,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Scrambling,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Penalties,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Penalties,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Driving Distance Avg,rankall,9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Driving Distance Avg,rankall,9
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Fairways Hit,rankall,134
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Fairways Hit,rankall,134
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Fairway Opportunities,rankall,134
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Fairway Opportunities,rankall,134
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Longest Drive,rankall,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Longest Drive,rankall,17
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,GIR,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,GIR,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,GIR Opportunities,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,GIR Opportunities,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Sand Saves,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Sand Saves,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Sand Saves Opportunities,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Sand Saves Opportunities,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Average Putts - GIR,rankall,140
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Average Putts - GIR,rankall,140
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Total Putts - GIR,rankall,140
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Total Putts - GIR,rankall,140
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,Putts Per Round,rankall,138
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,Putts Per Round,rankall,138
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,SG: Putting,rankall,66
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,SG: Putting,rankall,66
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,SG: Around-the-Green,rankall,68
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,SG: Around-the-Green,rankall,68
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,SG: Approach-the-Green,rankall,33
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,SG: Approach-the-Green,rankall,33
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,SG: Off-the-Tee,rankall,56
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,SG: Off-the-Tee,rankall,56
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,SG: Tee-to-Green,rankall,33
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,SG: Tee-to-Green,rankall,33
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,1,SG: Total,rankall,44
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Keith Mitchell,2,SG: Total,rankall,44
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Birdies,rankall,40
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Birdies,rankall,40
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Pars,rankall,40
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Pars,rankall,40
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Bogeys,rankall,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Bogeys,rankall,6
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Doubles,rankall,115
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Doubles,rankall,115
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Scrambling,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Scrambling,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Penalties,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Penalties,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Driving Distance Avg,rankall,101
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Driving Distance Avg,rankall,101
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Fairways Hit,rankall,110
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Fairways Hit,rankall,110
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Fairway Opportunities,rankall,110
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Fairway Opportunities,rankall,110
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Longest Drive,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Longest Drive,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,GIR,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,GIR,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,GIR Opportunities,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,GIR Opportunities,rankall,46
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Sand Saves,rankall,24
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Sand Saves,rankall,24
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Sand Saves Opportunities,rankall,24
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Sand Saves Opportunities,rankall,24
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Average Putts - GIR,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Average Putts - GIR,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Total Putts - GIR,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Total Putts - GIR,rankall,77
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,Putts Per Round,rankall,98
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,Putts Per Round,rankall,98
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,SG: Putting,rankall,41
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,SG: Putting,rankall,41
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,SG: Around-the-Green,rankall,29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,SG: Around-the-Green,rankall,29
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,SG: Approach-the-Green,rankall,74
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,SG: Approach-the-Green,rankall,74
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,SG: Off-the-Tee,rankall,89
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,SG: Off-the-Tee,rankall,89
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,SG: Tee-to-Green,rankall,83
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,SG: Tee-to-Green,rankall,83
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,1,SG: Total,rankall,65
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Aaron Baddeley,2,SG: Total,rankall,65
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Birdies,rankall,61
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Birdies,rankall,61
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Pars,rankall,60
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Pars,rankall,60
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Bogeys,rankall,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Bogeys,rankall,21
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Scrambling,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Scrambling,rankall,14
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Penalties,rankall,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Penalties,rankall,10
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Driving Distance Avg,rankall,81
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Driving Distance Avg,rankall,81
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Fairways Hit,rankall,60
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Fairways Hit,rankall,60
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Fairway Opportunities,rankall,60
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Fairway Opportunities,rankall,60
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Longest Drive,rankall,206
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Longest Drive,rankall,206
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,GIR,rankall,56
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,GIR,rankall,56
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,GIR Opportunities,rankall,56
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,GIR Opportunities,rankall,56
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Sand Saves,rankall,108
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Sand Saves,rankall,108
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Sand Saves Opportunities,rankall,108
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Sand Saves Opportunities,rankall,108
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Average Putts - GIR,rankall,91
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Average Putts - GIR,rankall,91
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Total Putts - GIR,rankall,91
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Total Putts - GIR,rankall,91
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,Putts Per Round,rankall,87
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,Putts Per Round,rankall,87
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,SG: Putting,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,SG: Putting,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,SG: Around-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,SG: Around-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,SG: Approach-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,SG: Approach-the-Green,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,SG: Off-the-Tee,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,SG: Off-the-Tee,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,SG: Tee-to-Green,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,SG: Tee-to-Green,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,1,SG: Total,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Paul Casey,2,SG: Total,rankall,NA
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,1,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,2,Eagles,rankall,26
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,1,Birdies,rankall,40
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,2,Birdies,rankall,40
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,1,Pars,rankall,130
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,2,Pars,rankall,130
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,1,Bogeys,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,2,Bogeys,rankall,47
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,1,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,2,Doubles,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,1,Other,rankall,1
2020,AT&T Pebble Beach Pro-Am,2020-02-06,2020-02-09,Harold Varner III,2,Other,rankall,1
